,id,preco
105,32931879047335602142815671990698948947,152911.9
106,230483121396274655509988841957998046697,175858.36
107,315766672381283490639653109260892751611,91890.03
108,301104161774368724925476221283740970391,139056.75
109,227510606246395701960366267332503216714,196564.14
110,228659121972304442863099815886729581779,213892.62
111,68086809059173658965599732460689150208,163573.84
112,169041392389609942283143480484429958744,71882.016
113,149581053128777628511664656027161538796,157484.34
114,66252420228989686258481184814476626799,127544.92
115,262859967351480229982146627310415934358,207988.58
116,317829998963593347122303395131613360494,166390.16
117,24887841704125448157191892411715521315,180438.78
118,230199425899098091542244974035896211783,199897.42
119,74011957647759301081569160773746930781,185900.56
120,144733803448319336946178686862337261379,148717.7
121,142405383752199423425786993458884627343,190573.14
122,173324636074769296529189625730653285809,181781.36
123,155561347177954121142041908188975524664,131302.38
124,86026435063413102427450773798842306387,126750.09
125,229257356284378921190587377871031567334,93442.57
126,249214025842220849314985638373204146912,164230.45
127,83473208885390680674963932777363338591,200723.06
128,180580369832354477560560602690825188300,141466.38
129,259490022068441742630539072459542535148,177923.27
130,120796267956232721185119513957760631683,205463.8
131,241430542672617103205615601633306372934,160509.31
132,53091847780640456849632756954612576434,199331.58
133,171977066567630375608946040261692762526,149429.0
134,201914625874463660453645362442088079106,175169.28
135,84059384063449374632880341259583908854,180674.69
136,328387208591072585760315241990965355447,147916.11
137,17154426494022331794126934878064958948,180634.27
138,192000139416378047888346422176422040661,137300.06
139,180081646479210699334128198669796160399,145452.47
140,253986101323166575416961447245174692901,97958.99
141,82036269311688064017582673374303244526,165406.06
142,333919908274208141229966147873771212013,191262.66
143,313704772228414954684896419439906454998,148344.4
144,215781134391040786413193932814799270790,232913.06
145,323576127340260635108064420738794619615,148080.33
146,21266736316299428255003871822385501006,176024.36
147,186277892327196401769009247007141845185,186442.34
148,118653739393882803347822121960128540090,135838.8
149,178402222675267324741137977644713188119,124983.8
150,14111625130403982018582213981963028060,179695.94
151,325687469192316037825715120219693138391,137512.86
152,338873463459304189674358773507615464140,138106.73
153,245440709240117885881946071499467553000,217499.56
154,3992284778362807624983933766586748960,134572.67
155,177917688273646190120585781998870609412,166068.39
156,307183333739200840624177841605072041043,151301.44
157,335470794133402209198153397416379022899,164624.9
158,203204241445015520264242319199812317633,146662.53
159,134385257647410245621873088337082618012,178050.36
160,6540687257921476537365937337199234069,157516.17
161,203239807831030319375520809440266391745,182270.64
162,39376528018535015868934510381824165952,184847.67
163,333342898325227485720191018314201595565,135348.58
164,216088076765437530118227326459456970218,131129.4
165,294256168413360318515649740566516009388,213122.14
166,249324748703273289890304775287749567094,154246.47
167,227934818343215729770705513085856574374,92030.9
168,157501721120159053919391416852016284295,141009.78
169,297125857657343693187052534926914461136,140374.58
170,87136029063634093621956857943240285302,124996.9
171,199891203388386369979675076525848750178,72180.18
172,102123055616796056444516517520597098387,150356.64
173,237512146312820589708317540195709404676,149965.86
174,30984280450885534059052913279584065254,191542.05
175,126374200467604593804720277004278327103,155434.12
176,317466905352534178610659571519473694514,164919.62
177,52865229602472061804485324233666817912,153359.9
178,86984224502002234419916772572194051581,154506.69
179,114416682475133609697441993429731470073,162798.6
180,49500288896238366923661810598993127844,194421.6
181,15465172849640768327142827133509494439,184498.86
182,307334256328869249308029400432335737804,189037.53
183,228144239113577275448986710580982616029,173117.9
184,287139027642678210570007827534054265052,162256.55
185,89914442558408418710315807541943703503,118118.19
186,157724668439282941424079171387574257679,198007.92
187,210560980823314089239746782467786021918,161812.44
188,9533463295747584642161614887871041149,187005.16
189,36155487406786930325759004510880817087,174812.25
190,234127326236134497876685668798607764717,126274.45
191,280305492068078804619353598740914253066,132829.5
192,206680675239217462017215069720218496509,154183.3
193,338819821210509135508780606674721178321,85554.6
194,204709679839831821149432932813402540678,139610.52
195,90875432458421346470025553495778630510,175290.22
196,275475573967873268188137718480930488822,177260.2
197,135798733167447402777119122060701579452,108561.5
198,16467710364998450246536251528420949308,184877.25
199,154737869680607241704521619955620605087,221432.69
200,275775611271881132098534927222118097805,83247.17
201,60452051161648408770616607730997043495,172572.3
202,55573982790391311975887758207573440948,140221.36
203,253718454255114896228371873750181818324,110975.805
204,314064790115053828119555179443554195527,157099.12
205,189570492320793832454485868809143337405,149694.8
206,23825261604921702409641748375342950297,163513.58
207,202301262511978571352794896695666151810,216786.9
208,104239568090079872488280748074678202013,141777.02
209,118155484109908082546418446225943368418,196442.77
210,255279298803366738058226980815231053100,161462.45
211,205713080891740291665828451730565250400,142491.56
212,271567936429803209749917402080660109484,161545.06
213,83500313040262972087502975096864972395,139715.84
214,199825580750147224320742424928048221511,178815.42
215,35503660709160520879029443480036147850,149935.5
216,136744533749502088151319862288356809373,171894.69
217,14646148787543855550889731877407837757,181526.02
218,175456875639756620367724513315924621300,144828.61
219,171887264709983159676256955690666649895,116566.516
220,5575201071375003157687971982995539245,183001.52
221,11124399571277862461246801293141325136,186707.88
222,278012921215945326618316328031414262851,177239.17
223,127163062492495403313007757062409704463,91067.31
224,302695598952433192347337048974293502177,172002.83
225,339163194157299289931219327984398277845,55950.957
226,253179630755522290489067862817016603658,165396.5
227,107540865078806037752380310797439708594,134084.44
228,202747226890809260721851930190733529606,158295.95
229,198478944601280023843585927406172044192,119868.13
230,286842543879735416835221285521231976811,138508.7
231,143789229725002136498207123538125838974,210744.0
232,78201854589030752101710975166249263249,167163.33
233,71539818043384923993008937350352775921,57143.918
234,123838437268533573587350797170799646707,130846.23
235,165334355852046750199663818885453553125,143475.14
236,164847888876547845123316770012937374547,203028.98
237,101135033363139067389828698436653266246,136617.56
238,141374361982310778378841790263765631649,92346.75
239,51501364974414551550325981205185510805,153408.45
240,333098681727869732356509759583146783243,153529.52
241,80234378433697420595695125518109986563,182515.77
242,297673004618655036199009294723374585563,172280.39
243,204724813217968425232608712280389418541,193610.69
244,164732854026285442006125485235942552321,160485.55
245,65445352835611637166375000661944038142,123833.43
246,125195180397772507627695240202467616668,120267.04
247,281257928188831742236443910034481673827,155199.89
248,72760201997291128414816024649253969344,194280.3
249,144585264635919229685952729581604945954,163088.31
250,109409243019479710215976616629206450313,164904.03
251,66976033741316305775253961608283832449,137871.4
252,115854473798371071480763488769637364279,183197.61
253,232720943751601322133996644526033346639,156992.7
254,323041358526122545640238179512661294945,61270.918
255,189571065590119531459030372972988857152,145407.34
256,278830396664534453595290082331423099313,178078.9
257,300984310880819626428136259167264912275,183512.34
258,173248095429072161014036748849902411499,132649.53
259,129039911398138055955082870056864208585,115783.52
260,146454092270544064133929926301811629242,161839.3
261,129592620248405902350506193046355842071,122858.76
262,55178716338064917038254616840335174957,171112.61
263,188552232778524889431723723986535909404,139122.6
264,68738777473678077230673408625002210423,125150.67
265,143650065470937114392016771268791037586,128469.62
266,217143375116427375702730221309107403659,105182.92
267,285857547045199800914494123990612675859,196243.92
268,135307513104369620859454296925004799348,158119.0
269,2903351729996390981740848403629759694,224477.14
270,235485459871309587269171897031165221213,129727.766
271,296017386177026941245492297942507209980,149750.78
272,212929532835870383542328836465070003847,146682.66
273,44792053188804682010358556072934285054,186038.22
274,249680012909723910609278828815276571304,166256.39
275,188132402142981885165263956858864369324,149773.4
276,243258499219043077613643874357523126764,142137.73
277,297502384825462058870825265698631506218,151003.73
278,20484051710416552458362127419414396483,163595.02
279,253948032676146630057917662989603693686,146349.8
280,98200588353689152620727029014419954738,179269.58
281,14122791477208854429014550356804400039,183263.16
282,208598248089930680140265319653144824605,185604.33
283,298475622302531653739931464689317637382,146598.33
284,2588788666534418410890966725724910669,157103.14
285,9712628666051113562075298365964280298,218339.22
286,42967026650221222538416328816510604054,147895.48
287,331810071519527017054662796283672827753,132225.72
288,285315356430762147444442091168700561658,169137.33
289,147573383959504740059941130006954501777,198587.56
290,173651776695050274824006374512756309389,123801.16
291,22835259108646484176565108425554436078,179979.77
292,163335522228145786871413464789921268309,130177.22
293,79580864837697488703994857109875663787,127395.25
294,18093722071694246612028534734330405579,135871.98
295,163127155367196180506199396832607404204,149210.81
296,82699271274473815957784110120006001949,46436.25
297,119898092235710363179284535290646251139,146705.94
298,68120108316829053172179957063351984376,181296.58
299,54499599180823728159929121859469171058,188815.22
300,63151179630102261748377560506608730501,126449.305
301,145333654310498724413243546511454058666,180252.38
302,336202983245746974226373123199424097932,193739.53
303,80276587309374821603900109141230287582,107774.67
304,211510309891117464265129987388111667353,193415.0
305,78028571701435535429546616699600331359,142379.7
306,113813549074392740531940720784724859923,171648.89
307,4297685766429111946834915150390189282,141031.52
308,23624265453284569334580840870468227772,93525.42
309,40400071986899913450748881177856040087,129837.664
310,90589443095105813267320082593691880299,141775.06
311,64930320159540942897278013024377003786,181991.64
312,319957631812806416896645654922579978210,156383.86
313,185473026310374331228749448739740100876,150421.73
314,198280088122233304964566473128626674145,133588.12
315,291324486703807995327553620926461671907,184493.19
316,252398412139115738462469940945037485073,174726.44
317,161513792123050520899783414867921277743,129789.36
318,133941859718052376156303456844748611253,186620.95
319,236698763821887412316107271979375660314,180816.6
320,220897024275644074828713990540418001480,115496.19
321,125219498777135759021804991213472079499,168010.77
322,225236262665838913695842569911381819725,111233.484
323,102867026959240407948863384849717666215,146567.86
324,334671611250424983149953582105157578426,182420.92
325,202238857962075377193838528819386294360,171627.52
326,294826381461538815116698354410337718266,220862.77
327,134053582412896256417478477747987287732,99394.72
328,69566145365553240194649203258354537667,201170.62
329,150522366131828823598206712951808461386,157967.17
330,72250783403620887886049259732989465968,146113.84
331,149743770509507373061143632577402033728,159365.17
332,96337196940644833794308798210198091549,189506.89
333,101203276212024016119653519236468639800,179803.47
334,31248253943168014374462287394366437933,156446.5
335,23539713890923689632095795947345883697,152401.75
336,119322438176104956226268695372268675189,150242.66
337,160148422500349597297641255927779145208,189468.83
338,175024054306603048190034460949283367640,65407.957
339,261523753462729151781825862367880716795,159425.02
340,128976127984583243513716114394905806987,184616.58
341,233048716786272920943060104472101528648,213853.64
342,174511354619462076066154910610110813789,179036.5
343,226725547755504887141429761436521674936,178173.34
344,37652492323093015957225863667113657025,134670.02
345,208214939247030690269364941652277831787,176669.42
346,241049905561862937130737499035170116056,196758.28
347,309355085650997328553497310476053555098,127224.305
348,210728588879522143994459928496984844980,152590.38
349,251083960652402088314844346716818748512,131912.39
350,32588674554020939958007130552937642615,109256.69
351,186179222591093597850855476680900540010,139294.47
352,27856973194359145454264272031826593500,148459.53
353,329445361760243842983634726634422777697,112398.94
354,60285670268150123009417941193032412545,126826.67
355,239904779609265423768652807122712092991,143350.78
356,231650690900163478605841528958264128339,156306.17
357,321482777312909765714981366332440515385,149567.86
358,90621921514849077206690405468877758127,144071.23
359,276639800720598623152441995708769505799,145899.58
360,35599638399921433618138546235782154856,123847.72
361,272428218641207652787244740019919302305,127561.88
362,13827434808544997620760470011697996468,153043.25
363,279109446575198515639225706796741027578,169845.28
364,321479234739908702289078207762751987253,161449.69
365,174226979497698774600206385080890750393,162806.05
366,182865986909959534261193617972188889622,75630.5
367,172437796940895194616424248937567297033,191765.88
368,282030584629451581278202376721710140253,211669.11
369,82428450005224601160890646842224934962,169871.61
370,61024120410364780648670176969791841597,181596.56
371,96433814024280757107003356846278915942,202261.61
372,31246285850180460465016063464660475349,178595.64
373,245585367744756540172202614617202064353,140771.84
374,237394978259990110809417167930788706709,143233.4
375,334096094956643999902665108397890687915,209550.73
376,306266746511331768733272013281118295466,157604.58
377,251860337105667763925066449012204406156,103112.77
378,251653768642785546864541895217336209511,150889.77
379,291620155159733413978494988074847918877,200653.62
380,327080493597510383304380083829027279620,192955.88
381,244422386314672151923814279993057016197,182875.06
382,170462664291315293128991148401721771893,143007.39
383,257989218701519970657409064642825336761,95643.76
384,331374419574041081900320833387314971312,130769.914
385,23073044984134910223233700611528674857,104282.33
386,42997397897279951237916754310773533848,173409.39
387,63298095955990174110679892898906751162,229672.73
388,297497593148569665484188355438474127610,163758.66
389,303445302866133442197370745635093694607,111824.61
390,322861063233554373348361057314083231866,119590.66
391,48527108152221097263004277032742101901,173351.98
392,75117505424078084191042295334377867157,138839.11
393,116018537774967638136657499654347725670,143390.58
394,135383065058255621626762415910044371310,172707.23
395,47574077580288490919190048199821943843,192890.8
396,6459793829982592475621262167303176441,140476.86
397,95106860532472896539899332617165990206,157941.44
398,28782640768709979411527357307827215206,149140.02
399,262977950922453685910476157547202117178,163672.06
400,174071088075748030245400208914439434569,152902.66
401,124671737261089704157954636996271464368,159864.66
402,269337118762467309308463785279520896705,158770.88
403,209259198101109684380882037267825895191,105408.32
404,139370578642362418059309898482433877864,172130.64
405,28994136543280939635253308565413799637,119736.805
406,293258297621810430619050641692062405291,212262.62
407,272381528732508241840132189183229013633,181468.92
408,307874037903053987384098599658954960403,227804.19
409,114021850146525252940099530982196156899,138505.48
410,85435999546019100641741099476461592814,124080.89
411,103119620189893041936528088174707335721,132241.12
412,314561543389180668998532834943265131600,119126.74
413,239141765600935393217628201889053036054,167447.0
414,76697964033457283201307050020873621097,143286.2
415,264305253634443490177586368628574983127,58593.723
416,131551992554677248780326195041999521641,136671.05
417,198837458199740351146789848033075668948,176275.72
418,159709089640309121793209096188059608454,140561.92
419,240435520661011051559441709781667984799,174820.66
420,23716439816665350271030334842843532806,82902.07
421,297198590332052235629209184892465938488,159844.42
422,197440825275921787996050910581003183399,187284.27
423,180745679040798042111497260945986779480,176426.31
424,119990119986468488812276117215201680242,199823.5
425,6945802264217055818092053196773826385,127501.16
426,63104735371462773681687091469410802663,169225.84
427,268014220097092881785502328357683444201,147166.88
428,8201931349127617775359419030543521126,221579.98
429,293424115049060887892633269783012383044,203864.83
430,197527187648268149802247209693405400409,157573.31
431,241005170925789036667791898595595904503,185308.39
432,247539232104409163657861640451876304710,160961.0
433,202615412439834095586482453962687156511,125985.84
434,292921571396805845952761765719774180560,132172.78
435,102146554643520147196799385145966778108,134231.23
436,204594591089767708292473470732793468211,138371.9
437,164465677939480316050438667344105947900,206836.77
438,313502068069833992081242489791425031266,200680.86
439,235768787164618217165155438262046263692,135566.6
440,55482365971527415759968201272640894504,147659.73
441,274510050161826866069319990064565352379,217738.03
442,262354354853492426548394391999577075965,145188.05
443,225178758495725232781682742284966795979,147883.81
444,204835397801258708635166012232206159069,115352.555
445,120967717512667959337579062496782760110,178787.52
446,69384468168979227396597175419708401385,118454.695
447,172353782416662670206836966071405640207,166398.73
448,93664377973271838839872435717131202372,127794.1
449,336962307751087384360720729772151938674,142703.38
450,223211215527692183328503667521863673491,60964.91
451,187613432585728730467042277361250283606,149079.48
452,296796692720149849099945091958444423201,150685.0
453,296694309736193534514080707751418764951,145320.7
454,62668871867764030771057639508006689193,142609.69
455,5831364671951890472547869995277254299,174571.44
456,263520175526383534143113600685410797656,65994.32
457,93913047554725302387672925099981219688,190259.2
458,187792144573873345913492012481628017632,115852.695
459,77193727270470647613941630346905657311,107301.766
460,93244863950305285144596145833484120288,160028.61
461,45554261791996034889771606828002084386,196367.17
462,145627501098448461286251287367478324636,179791.31
463,276147028044265022870578596152793055114,180021.27
464,101810035134786842992753455846496289258,141645.7
465,323649586881187815567646172577411910445,150211.81
466,240863300038824173019158558840375415006,120397.58
467,173259610703588301741742956959056249895,135120.42
468,210905950392861096479052960836081656317,170350.56
469,128123573544090055831088190798031307459,164259.62
470,55331053745102355983166789843999492215,185664.7
471,48924668154930834035890216021535860354,170335.78
472,98224473881241589576622027216816442592,129540.164
473,14607365457941867148801170049009692501,147716.06
474,167709308386275857976247794371249982492,119931.73
475,281031027492928380289843540495909878389,111964.68
476,317149933610832227902185030471313787327,183263.16
477,111873775427756287979226848974192301259,169905.78
478,21732850300051998297432811644962009424,142104.9
479,179559082498078581615567026913696075672,126214.72
480,256602505649871276722662307659510294211,160952.5
481,22837704223911865020431001608491555752,185361.94
482,153159405405938019793662006311248601879,168428.78
483,68046588578452589891125601598293455313,203144.05
484,54671517419370338496053937769382791466,146004.3
485,90733476337379567597363786612760856032,184133.28
486,74829755756627131841443634317001341736,132023.25
487,113699792614803396920615618241540403401,180881.17
488,30936748530163120286385641811335600461,207873.61
489,286718433484587099650313690594810283594,178218.88
490,53040905238521430480941937930371515428,181266.48
491,227799093612016492473942204223898916300,128595.71
492,105984803437282127547981289078723527950,154342.66
493,136216515618315479760141515440713508817,178119.83
494,313923828364562409583774076139412029011,178475.12
495,256535569668688044055657155972002367305,169733.42
496,161276830978411174065922231037346740601,156580.02
497,193023133616328233897351538456231158090,98126.82
498,4512377955309037570718946592053675659,169917.69
499,241451673262290873796345276645171664574,168227.53
500,333137917729421843565229448550132743099,129238.75
501,1221041602141664073474928881033556208,180216.11
502,17693043260028121027089293608575874719,168009.95
503,233874613249501726158359004825126672717,208563.61
504,29423918183434242527795245203965210040,137884.73
505,123067147644698118361563184329144169322,111324.24
506,67576390047220591927881908117280881658,140302.52
507,336003013146988853800784692458907554574,125648.33
508,70951099996019165330364593572305503956,153089.75
509,151224142156186274037047186842294495829,146265.28
510,146803890080797364411341022309509510264,173317.1
511,25487128775669594102704570724088844680,156121.75
512,306159349104268798007063272844916813953,188021.38
513,233291875187806547977182734749322121862,144776.19
514,103649543423223076863255553023531795834,119725.42
515,270419948556221225284557703914504804773,176360.27
516,153143792449153214053000004836545450892,145579.61
517,230242894518258571172529839682883252730,195764.97
518,319099264280577149828280051496192787761,213500.22
519,146492844261498105735420560399358236019,163695.0
520,163251387522305411570093471177086938140,168046.05
521,25300857819109779184345067172438647882,154893.55
522,55633187676924862681300840783529537689,156267.1
523,49199423497082223217556870394814374486,171209.38
524,232357932937097041210389446840660380427,146584.8
525,179483086047331285983377132760211350903,167026.81
526,29373031418043196892692294558664390417,142643.58
527,107534969967686423893345820589020535183,112125.87
528,120571815096626943750133056908936948271,189413.88
529,7421158607189639371215373350674206761,177765.9
530,238931719318297330950784975087797919596,156635.38
531,202740346843306123820415199475859312431,151266.7
532,16689349456841037733448425087673613313,157495.38
533,148012297211569996918246033270198429904,199237.33
534,128134122255386696428544882265409106446,185776.31
535,167571214511516832945171208176627612712,160879.0
536,184011296344462591085710616872611436235,161246.75
537,169465487970916295739813846274011675806,165918.03
538,130361622420383463631320628394717003594,141529.38
539,331939185720524013599255400570283504929,198763.66
540,87569485918088662283183271922738488516,140018.4
541,230770798992268501450776463003194639732,136953.66
542,267366593531094671806032177970423243545,104813.33
543,199926103285675930644982006459416881508,145304.55
544,266968967193173347503176998725646076891,158468.92
545,167826333249432716075387587663476830642,123961.27
546,108079317452072310552947425358187509795,132129.2
547,9168411426075452458185969563102169587,120560.586
548,220379336042208157890174508853219985932,160717.42
549,85409792209302072958295631370822171481,215045.3
550,108315930477246960256898885070132765549,166320.17
551,138178784399745546903000249739742628317,157512.12
552,109448753225848176241892743310724339979,161670.39
553,48101656465622908930780775584338307218,166137.27
554,232801260678107817119662434103089539368,153861.47
555,112833514130234775896592581776665798909,181115.1
556,9384820527271037871381619236739389861,145018.12
557,315097976795297949477277736372802455645,132247.3
558,312987999748196768585101910704287518542,129948.77
559,283651273349744897088542597613004918027,75628.7
560,191707011347213468997511459845389328772,174272.78
561,106126552952767148144530241726666260248,194214.12
562,262257703451875066796956509815234366525,158682.64
563,255899024359694569239113092815148643067,143849.92
564,114163801675410359107519624300502244902,187118.4
565,301845691767161820288502742698662503795,155291.06
566,92399079994829498252553662280447550917,153960.62
567,158804745485988047989860050863828343572,157964.86
568,318699126633889037088666172336291942624,178852.88
569,297113933456367162152615096919381931216,122279.055
570,200474866821927106545646287488808154750,155069.31
571,223364885293845944023077962389108782322,191440.6
572,324259604829407840034702555074969608284,143801.81
573,304251078569827531719315443927824180532,154812.64
574,85937733805633898752021913054308068083,120067.555
575,108988859207308663542987611483639159746,146627.78
576,47848824771395338822774077770152379022,201196.02
577,262530606945227352928297373721306909095,179108.4
578,85655886151670580390594330040409894715,177532.77
579,298184819601131827432255644952446151139,177427.61
580,95408789758622402538585804660216291413,166859.47
581,122922019966644222202211091240044218095,152829.75
582,6183578569648095484412718463440995947,120334.266
583,274289386281548429745922021350086948492,182827.78
584,34726844729402804128730979944393175105,139668.12
585,84586487247906666871938532911179156985,213556.5
586,120720460409397920123702648540262031826,186561.31
587,177428445547268755903878606004149437457,115642.766
588,115727112823962086715150476270670577224,152975.7
589,339528554109159399082023803339182894416,196064.64
590,112278505536089834610003192301155278804,109831.55
591,150655854973961180217246925576293399359,136299.42
592,205140978981549998314456055277617950113,202468.77
593,143222924043442198672515275261268840852,51819.312
594,222242097176001330821166420256776320110,153020.19
595,185476235461315152883459846018078939215,182466.14
596,24794255420283459042556305910004824666,161298.86
597,170386853337925700376054620257950480449,182393.62
598,89599337796887808678188089542023955663,202631.27
599,132628385969591720084437515617436345258,205267.81
600,209256260831814267858812755372744724120,156377.98
601,299146289036887060771322345088475321603,139053.83
602,92140014150081803186089534965577345234,170411.23
603,226355025621852547584556966612186353329,169600.44
604,111623792219171615574882803767741582070,147847.47
605,46237632461759844965282080433067697831,138173.69
606,61695533361580951386408461686939254088,109823.7
607,117251161372699306098820073617300301321,198220.97
608,162614583266159708266060544483628565702,143278.03
609,18256075536139580588971282656211823044,178328.2
610,62654592931377320017541022105734341203,173204.94
611,134202830665590339886104045100211910585,138116.67
612,21466350819012893278873017601774573473,107172.45
613,197898324935814690760476782890500989679,162022.16
614,218822826497051928064213202937899447261,196132.5
615,192658336119531627258676196031085516123,158521.58
616,223774110559714138774010498697179442824,147448.16
617,15249136929818490067287455981620239864,141856.66
618,130656210153993294370526814910713193064,144850.22
619,166391612744862182994035048026354720642,175977.4
620,280509122589601939716717203643713325254,147835.42
621,50223846429254930232117360429159322266,128591.18
622,43925799629666704047178916587341580228,139232.58
623,337502497904050294645895317224982883125,123168.586
624,288295058279943284835951085101241297491,207327.14
625,280534277282576185484996327752707755697,196620.72
626,258119514855432888420937880472534243207,103569.78
627,9772834812601520113189408874212276295,160137.6
628,66220066710315663565407281725948002612,160395.16
629,110727436952411206226008905770428374199,188869.66
630,327459637510857203580281319398736411093,210640.02
631,180902441541917081439197762689970056157,188787.39
632,195646360202006788061140201502351849360,132879.61
633,10984307821242410646630392008348020221,152428.53
634,76885141875662922763960223233735311473,130031.07
635,55137005805746570514574168127221219837,121536.66
636,76761833385223063046137359308466820085,91483.88
637,262777752576421472839978739018662329400,129877.9
638,107836276518637544399059825615432470967,182501.36
639,164706530572775337339120928635583108171,160604.23
640,145636524351214153172239589036091641135,145013.9
641,90011607384155384770064092836449507905,171682.56
642,32013060510255531241399955107528297204,132673.69
643,58132250069377287141439325366186131348,178702.61
644,260299131919780391821764897939650436269,181746.94
645,184335110908305304561788893627314383822,173454.33
646,285609111316912174215182551382226425438,167180.02
647,251285943387521253992985543292401960687,137221.39
648,302864442564466057520822338223671948348,127501.16
649,210195564817765968289490858267398111800,144108.6
650,176242774880698206057229450897907718536,176189.12
651,305349260229463248624223244096533976565,187854.42
652,306130767528755227925470070566059891463,138142.17
653,177930325763688060562347548389612272986,59908.938
654,64758506056774013252785672377511544866,116949.95
655,126257881433965685496756133890598020862,139911.84
656,45550438404830077352673835502361099690,184926.05
657,289636635413122103808404958199468056778,134023.19
658,231679144052465154412903539745619452492,89371.62
659,191391336220553970914055796477701508997,124952.71
660,49909897301417576140462097782221287257,148896.17
661,336903809994643761465525983359177296392,116512.94
662,40436827956495426778336635685792858652,210400.7
663,210353392882468865098074135417735838141,153656.83
664,208927952017920785992992655794401270489,200787.02
665,68228648817480960632243362783861146900,154360.72
